ID,Title,Episodes,ProductionHouse,Genres,Type,Year,Rating
120, "Anime Sanjuushi (The Three Musketeers)", 52, "['Gakken']", "[ 'Romance',  'Drama', 'Adventure',  'Based on a Novel',  'Historical']", TV, 1987-1989, G
121, "Mach GoGoGo (Speed Racer)", 52, "['FUNimation Entertainment',  'Tatsunoko Productions', 'Tatsunoko Pro.']", "['Action',  'Shounen', 'Adventure',  'Sports',  'Cars',  'Racing']", TV, 1967-1968, PG-13
122, "Soukou Kihei Votoms Recaps (Armored Trooper Votoms Recaps)", 4, "['Sunrise']", "['Action',  'Drama',  'Original Work',  'Sci Fi',  'Mecha',  'Sci-Fi',  'Military']", OVA, 1986-1988, None
123, "Sasami-san@Ganbaranai", 12, "[ 'TBS', 'Aniplex',  'Sentai Filmworks', 'Shaft',  'Shaft']", "[ 'Romance',  'Fantasy',  'Supernatural', 'Based on a Light Novel', 'Comedy',  'Comedy']", TV, 2013-2013, PG-13
124, "Universe", 1, "['Production I.G']", "[ 'Music', 'Fantasy']", Music Video, 2007-2007, G
125, "Hare Tokidoki Buta (TV) (Tokyo Pig)", 61, "['Group TAC',  'Aniplex', 'TV Tokyo',  'TV Tokyo Music']", "['Comedy',  'Episodic',  'Slice of Life',  'Family Friendly']", TV, 1997-1998, PG
126, "Saiyuuki (Alakazam the Great)", 1, "['Toei Animation']", "['Adventure',  'Fantasy',  'Family Friendly',  'Based on a Novel',  'Journey to the West']", Movie, 1960-1960, G
127, "Shippuu! Iron Leaguer", 52, "['Sunrise']", "[ 'Shounen', 'Baseball',  'Soccer', 'Sci-Fi',  'Sports',  'Robots']", TV, 1993-1994, PG-13
128, "Gintama x Mameshiba", 6, "['', 'None found',  'add some']", "['Comedy',  'Crossover',  'Parody']", Other, 2013-2013, G
129, "Danchigai", 12, "['Creators in Pack', 'DAX Production',  'Creators in Pack',  'Dream Creation']", "['Comedy', 'Based on a Manga',  'Slice of Life',  'Comedy']", TV, 2015-2015, PG-13
130, "Lady Georgie", 45, "['', 'Tokyo Movie Shinsha']", "[ 'Romance',  'Drama', 'Adventure',  'Europe',  'Shoujo', 'Drama']", TV, 1983-1984, PG-13
131, "Chance Triangle Session", 13, "['MADHOUSE',  'Avex Entertainment', 'Madhouse',  'ADV Films']", "[ 'Music', 'Drama',  'Slice of Life']", TV, 2001-2001, PG-13
132, "The iDOLM@STER Cinderella Girls 2nd Anniversary PV", 1, "['A-1 Pictures']", "['Idols', 'Music']", Music Video, 2013-2013, G
133, "Genshi Shounen Ryuu (Ryu the Primitive Boy)", 22, "[ 'TBS', 'Toei Animation']", "['Action',  'Shounen',  'Romance',  'Sci-Fi', '\'\'',  'Adventure']", TV, 1971-1972, PG-13
134, "Futari Ecchi (Step Up Love Story)", 4, "[ 'Chaos Project',  'Media Blasters', 'Chaos Project', 'Half H.P Studio']", "[ 'Romance',  'Ecchi',  'Slice of Life',  'Seinen', 'Comedy',  'Explicit Sex', 'Based on a Manga',  'Comedy']", OVA, 2002-2004, R+
135, "Venus Versus Virus", 12, "[ 'Studio Hibari',  'TBS',  'Half H.P Studio', 'ADV Films',  'Venus Vangard',  'FUNimation Entertainment', 'Studio Hibari',  'BS-i']", "[ 'Romance', 'Action',  'Drama',  'Supernatural',  'School Life',  'Gunfights', 'Drama',  'Based on a Manga']", TV, 2007-2007, PG-13
136, "Shinryaku! Ika Musume: Ika Ice Tabena-ika?", 12, "[ 'Production Reed',  'Encourage Films',  'Nomad',  'Lantis', '',  'Diomedea',  'Studio Jack', 'TV Tokyo',  'Pony Canyon',  'TV Tokyo Music']", "['Comedy',  'Shounen',  'Slice of Life', '\'\'']", Music Video, 2011-2011, PG-13
137, "Teekyuu 6", 1+, "['Millepensee',  'Earth Star Entertainment', 'DAX Production',  'Millepensee']", "['Comedy',  'Shounen', 'Based on a Manga',  'Comedy',  'Sports']", TV, 2015-?, PG-13
138, "Human Crossing", 13, "['A.C.G.T.']", "['Drama',  'Slice of Life',  'Sports',  'Episodic']", TV, 2003-2003, PG-13
139, "Black Magic M-66", 1, "[ 'AIC', 'Bandai Visual', 'AIC']", "['Action',  'Sci-Fi',  'Robots',  'Military',  'Mecha']", OVA, 1987-1987, R
140, "Angelique OVA 4", 3, "['Yumeta', 'Yumeta Company']", "[ 'Romance',  'Magic', 'Based on an Otome Game',  'Shoujo',  'Sci-Fi', 'Drama',  'Fantasy',  'Family Friendly',  'Based on a Visual Novel']", OVA, 2004-2005, PG
141, "Shingeki! Kyojin Chuugakkou (Attack on Titan: Junior High)", 12, "['Production I.G',  'FUNimation Entertainment']", "[ 'School',  'School Life',  'Shounen',  'Fantasy', 'Comedy', 'Based on a Manga',  'Comedy',  'Parody']", TV, 2015-?, PG-13
142, "Cosmic Baton Girl Comet-san", 43, "[ 'Yomiko Advertising', 'Nippon Animation', 'Group TAC']", "[ 'Drama',  'Magic', 'Adventure',  'Shoujo',  'Sci-Fi',  'Magical Girl',  'Comedy']", TV, 2001-2002, G
143, "Hanaukyou Maid-tai (Hanaukyo Maids)", 12, "[ 'm.o.e.', 'Daume', '']", "[ 'Harem',  'Ecchi',  'Romance',  'Maids', 'Comedy', 'Based on a Manga',  'Comedy']", TV, 2001-2001, R+
144, "Shinmai Maou no Testament Specials", 6, "['8-Bit', 'Production IMS']", "['Comedy',  'Ecchi', '\'\'']", DVD Special, 2014-2015, R+
145, "Tactical Roar", 13, "[ 'Actas', 'Bandai Visual',  'Lantis', 'Actas']", "['Comedy',  'Romance',  'Sci-Fi',  'Military', '\'\'']", TV, 2006-2006, PG-13
146, "DD Hokuto no Ken (2013) (DD Fist of the North Star)", 13, "[ 'Asia-Do', 'Ajiado',  'Sentai Filmworks', 'TV Tokyo']", "['Comedy', 'Parody',  'Slice of Life']", TV, 2013-2013, PG-13
147, "Kanokon ~Manatsu no Daishanikusai~ Specials", 2, "['XEBEC', 'J.C.Staff']", "['Comedy',  'Panty Shots',  'Nudity', 'Ecchi',  'Parody']", DVD Special, 2009-2009, PG-13
148, "One Off", 4, "[ 'TYO Animations', 'TYO Animations', 'Dentsu']", "['Slice of Life']", OVA, 2012-2012, PG-13
149, "Tide-Line Blue Special", 1, "['', 'Bandai Entertainment']", "[ 'Drama',  'Shounen', 'Adventure', '\'\'']", DVD Special, 2006-2006, PG-13
150, "Natsu e no Tobira", 1, "['MADHOUSE',  'Toei Animation', 'Madhouse']", "[ 'Romance',  'Shounen Ai',  'Shoujo', 'Drama',  'Nudity',  'Mature Themes']", Movie, 1981-1981, R+
151, "Wakakusa Monogatari (Little Women)", 1, "['Toei Animation', 'None found',  'add some']", "[ 'Drama', 'America',  'Slice of Life', 'Historical']", TV Special, 1980-1980, G
152, "Kyoushirou to Towa no Sora Specials", 12, "['TNK']", "[ 'Romance',  'Magic',  'School Life',  'Mecha',  'Shounen', 'Drama',  'Fantasy', 'Based on a Manga']", TV, 2007-2007, PG-13
153, "Parasite Dolls", 3, "[ 'Imagica',  'Sentai Filmworks', 'AIC',  'ADV Films']", "['Sci-Fi',  'Original Work',  'Sci Fi',  'Robots',  'Shounen',  'Futuristic',  'Explicit Sex', 'Androids']", OVA, 2003-2003, R+
154, "Re-Kan!", 13, "[ 'Sentai Filmworks', 'Pierrot Plus',  'Pierrot Plus', 'TBS']", "[ 'School Life',  'School',  'Supernatural', 'Comedy', 'Based on a Manga',  'Seinen',  'Comedy']", TV, 2015-2015, PG-13
155, "Akai Koudan Zillion (Zillion)", 31, "['Production I.G', 'Tatsunoko Pro.',  'Victor Entertainment']", "['Action',  'Shounen',  'Sci-Fi', 'Original Work',  'Sci Fi',  'Military',  'Adventure']", TV, 1987-1987, PG-13
156, "Hachijunichikan Sekai Isshuu", 26, "['Nippon Animation']", "[ 'Romance', 'Adventure',  'Based on a Novel',  'Animal Protagonists',  'Kids',  'Family Friendly',  'Historical']", TV, 1984-1988, G
157, "Strike Witches", 12, "['GONZO',  'NTT Docomo',  'Kadokawa Shoten',  '501st JOINT FIGHTER WING',  'FUNimation Entertainment', 'Gonzo',  'The Klock Worx']", "['Action',  'Ecchi',  'Magic',  'Original Work',  'Sci-Fi',  'Military']", OVA, 2007-2008, R+
158, "Rokujouma no Shinryakusha!? (2010)", 1, "['Silver Link', 'SILVER LINK']", "[ 'Romance',  'School',  'Supernatural', 'Based on a Light Novel', 'Comedy',  'Promotional']", Other, 2010-2010, PG-13
159, "Wakako-zake", 12, "['Office DCI']", "['Based on a Manga',  'Food and Beverage',  'Slice of Life', 'Seinen']", TV, 2015-2015, PG-13
160, "Yuusha Keisatsu J-Decker", 48, "['Sunrise']", "['Action',  'Police',  'Sci Fi',  'Mecha',  'Adventure',  'Sci-Fi',  'Family Friendly',  'Combining Mecha']", TV, 1994-1995, G
161, "Bokurano Recap", 24, "['Gonzo',  'Diomedea',  'Discotek', 'GONZO']", "['High Stakes Games',  'Play or Die',  'Sci Fi',  'Psychological',  'Mecha',  'Sci-Fi', 'Drama',  'Recap',  'Mature Themes']", TV Special, 2007-2007, R
162, "Blessing of the Campanella OVA", 1, "[ 'Right Stuf', 'AIC']", "['Comedy',  'Ecchi',  'Fantasy', '\'\'']", OVA, 2011-2011, R+
163, "Dokonjou Gaeru", 103, "['TMS Entertainment', 'Tokyo Movie Shinsha']", "['Comedy',  'Slice of Life', '\'\'']", TV, 1972-1974, G
164, "Hana yori Dango (Boys Over Flowers)", 51, "[ 'Discotek', 'Toei Animation',  'Viz Media']", "[ 'Romance',  'School',  'Shoujo',  'Josei', 'Drama',  'Idols']", Movie, 1996-1997, PG-13
165, "Nobunaga the Fool", 24, "['Satelight', 'Fuji TV']", "[ 'Romance',  'Shounen', 'Action',  'Mecha',  'Sci Fi', 'Historical']", TV, 2014-2014, PG-13
166, "Fate/Kaleid Liner Prisma Illya 2wei! First Bra - Illya-hen", 10, "[ 'Sentai Filmworks',  'Silver Link', 'SILVER LINK', 'Lantis',  'DAX Production']", "['Action',  'Magic',  'Slice of Life',  'Fantasy',  'Magical Girl', 'Fantasy',  'Comedy']", DVD Special, 2014-2015, PG-13
167, "Kappa no Kaikata (How to Breed Kappas)", 26, "['Picture Magic', 'NAS']", "['Comedy',  'Japanese Mythology', 'Based on a Manga',  'Slice of Life',  'Comedy']", TV, 2004-2005, PG
168, "ESPer Mami", 119, "['Shin-Ei Animation', 'CA Doga']", "[ 'Ecchi',  'Magic',  'School',  'Supernatural',  'Super Power', 'Comedy', 'Psychic Powers']", TV, 1987-1989, PG-13
169, "Devilman", 39, "[ 'Dynamic Planning', 'Toei Animation',  'Discotek']", "['Action',  'Demons',  'Supernatural',  'Monsters',  'Horror']", TV, 1972-1973, R
170, "Blossom", 1, "['Ordet']", "['Music', '\'\'']", Other, 2012-2012, G
171, "Ookami Kodomo no Ame to Yuki (Wolf Children)", 1, "[ 'Toho Company',  'Kadokawa Shoten',  'Yomiuri Telecasting Corporation', 'Madhouse',  'Dentsu',  'FUNimation Entertainment', 'Studio Chizu',  'VAP',  'Studio Chizu']", "[ 'Coming of Age',  'Slice of Life',  'Countryside',  'Fantasy', 'Fantasy', 'Childcare']", Movie, 2012-2012, PG
172, "Ai Tenshi Densetsu Wedding Peach DX (Wedding Peach DX)", 4, "['', 'KSS',  'ADV Films']", "[ 'Romance',  'Magic', 'Adventure',  'Shoujo',  'Magical Girl', 'Based on a Manga',  'Comedy']", OVA, 1996-1997, G
173, "DECO*27: Nisoku Hokou", 1, "['', 'None found',  'add some']", "['Music', 'Black and White']", Music Video, 2010-2010, G
174, "Ore ga Ojou-sama Gakkou ni &quot;Shomin Sample&quot; Toshite Rachirareta Ken", 12, "['FUNimation Entertainment',  'Silver Link', 'SILVER LINK']", "[ 'Harem',  'Ecchi',  'Romance',  'School',  'School Life', 'Based on a Light Novel', 'Comedy',  'Comedy']", TV, 2015-?, PG-13
175, "Jack to Mame no Ki (Jack and the Beanstalk)", 1, "['', 'Group TAC']", "[ 'Kids', 'Adventure',  'Fantasy',  'Family Friendly', 'Fantasy']", Movie, 1974-1974, G
176, "Mitchie M: Freely Tomorrow", 1, "['Sony Music Entertainment', '']", "['Vocaloid', 'Music']", Music Video, 2012-2012, G
177, "Boku wa Imouto ni Koi wo Suru", 1, "['Vega Entertainment', 'Y.O.U.C']", "[ 'Romance',  'Drama',  'Sexual Content', 'Romance',  'Shoujo', 'Based on a Manga',  'Incest']", OVA, 2005-2005, R+
178, "Softenni", 12, "['Xebec',  'AT-X',  'Studio Mausu', 'XEBEC',  'Geneon Universal Entertainment',  'Lantis',  'The Klock Worx']", "[ 'Ecchi',  'School',  'Sports',  'Panty Shots',  'Tennis', 'Comedy', 'Based on a Manga',  'Comedy']", TV, 2011-2011, R+
179, "Geneshaft", 13, "['Satelight', 'Bandai Visual',  'Bandai Entertainment',  'Satelight']", "['Futuristic',  'Sci-Fi', 'Adventure',  'Outer Space',  'Sci Fi',  'Mecha']", TV, 2001-2001, PG-13
180, "Sukeban Deka (Delinquent Detective)", 2, "[ 'Big Bang', 'Studio Egg', 'ADV Films',  'Hakusensha']", "['Action',  'Drama',  'School',  'Shoujo',  'School Life',  'Police',  'Delinquents',  'Violence',  'Detectives',  'Hand to Hand Combat']", OVA, 1991-1991, R
181, "Amaenaide yo!! (Ah My Buddha)", 12, "[ 'Media Blasters',  'Right Stuf', 'Studio Deen']", "[ 'Harem',  'Ecchi',  'Romance',  'Supernatural',  'Nudity', 'Comedy', 'Based on a Manga',  'Comedy']", DVD Special, 2005-2005, R+
182, "Souryuuden (Legend of the Dragon Kings)", 12, "['Kitty Films', '',  'Fuji TV',  'Kodansha']", "[ 'Supernatural', 'Drama', '\'\'',  'Mystery',  'Super Power']", OVA, 1991-1993, R
183, "Seikon no Qwaser (The Qwaser of Stigmata)", 24, "[ 'Sentai Filmworks', 'TAKI Corporation',  'Hoods Entertainment', 'Hoods Entertainment']", "['Action',  'Ecchi',  'Shounen',  'Supernatural',  'Super Power', '\'\'']", OVA, 2010-2010, R+
184, "Vividred Operation", 12, "[ 'Aniplex of America', 'Aniplex', 'A-1 Pictures',  'A-1 Pictures',  'Mainichi Broadcasting']", "['Action',  'Sci Fi',  'Sci-Fi',  'Panty Shots',  'Seinen',  'Superpowers']", TV, 2013-2013, R+
185, "Di Gi Charat Natsuyasumi Special", 4, "['MADHOUSE', 'TBS']", "['Comedy',  'America', 'Aliens',  'Comedy']", OVA, 2001-2001, G
186, "Agatha Christie's Great Detectives Poirot and Marple", 39, "['OLM', 'Oriental Light and Magic']", "['Based on a Novel',  'Detectives', 'Historical',  'Mystery',  'Europe']", TV, 2004-2005, G
187, "Devilman Lady (The Devil Lady)", 26, "[ 'Dynamic Planning',  'TMS Entertainment', 'TMS Entertainment', 'Toei Animation',  'ADV Films']", "['Action',  'Drama',  'Demons',  'Horror',  'Psychological',  'Explicit Violence']", TV, 1998-1999, R+
188, "Fastening Days", 1, "['Studio Colorido']", "['Action',  'Drama',  'Magic', 'Kids',  'Shorts',  'Promotional',  'Sci Fi']", Web, 2014-2014, G
189, "Code-E", 12, "['Studio Deen']", "[ 'Romance',  'Slice of Life',  'School',  'Sci Fi',  'Sci-Fi', 'Original Work', 'Comedy',  'Superpowers']", TV, 2007-2007, G
190, "Ring ni Kakero 1", 12, "['Toei Animation']", "['Action',  'Boxing',  'Sports',  'Shounen',  'Based on a Manga',  'Hand to Hand Combat']", TV, 2004-2004, PG
191, "Medarot (Medabots)", 52, "[ 'Nelvana', 'BEE TRAIN',  'ADV Films', 'Bee Train',  'NAS',  'Production I.G']", "['Action',  'Tournaments', 'Adventure',  'Robots',  'Shounen',  'Sci-Fi',  'Comedy']", TV, 1999-2000, PG
192, "Toradora SOS!", 25, "[ 'Genco',  'Inc.',  'Yomiuri Advertising',  'Magic Capsule',  'Starchild Records', 'J.C.Staff',  'NIS America',  'TV Tokyo Music']", "[ 'Romance',  'Slice of Life',  'School',  'Food', 'Based on a Light Novel', 'Comedy',  'Omake',  'Comedy']", DVD Special, 2008-2009, PG-13
193, "Transformers Galaxy Force (Transformers Cybertron)", 52, "['Gonzo',  'Hasbro', 'GONZO']", "[ 'Shounen',  'Sci-Fi', 'Adventure', 'Mecha',  'Sci Fi',  'Mecha']", TV, 2005-2005, PG
194, "Mirai Keisatsu Urashiman (Future Police Urashiman)", 50, "['Tatsunoko Pro.', 'Tatsunoko Productions']", "['Futuristic',  'Sci-Fi', 'Comedy',  'Person in a Strange World',  'Police',  'Sci Fi']", TV, 1983-1983, PG-13
195, "Net Ghost Pipopa (Web Ghosts PiPoPa)", 51, "['Studio Hibari',  'Milky Cartoon']", "['Action', 'Family Friendly',  'Magic',  'Supernatural',  'Sci Fi',  'Adventure',  'Shounen',  'Kids',  'Fantasy',  'Comedy']", TV, 2008-2009, G
196, "Tokyo Underground", 26, "['Studio Pierrot',  'TV Tokyo Music']", "['Action',  'Romance',  'Shounen',  'Sci-Fi',  'Super Power',  'Superpowers',  'Based on a Manga',  'Adventure']", TV, 2002-2002, PG-13
197, "Onii-chan no Koto Nanka Zenzen Suki Janain Dakara ne!! Special", 1, "['Zexcs']", "['Comedy',  'Ecchi',  'Romance', 'Ecchi']", DVD Special, 2011-2011, PG-13
198, "Be-Bop High School", 7, "['Toei Animation']", "[ 'School',  'School Life',  'Delinquents',  'Seinen', 'Comedy',  'Violence', 'Based on a Manga',  'Comedy']", OVA, 1990-1998, R
199, "Afro Samurai Pilot", 1, "['', 'Madhouse']", "['Action',  'Samurai',  'Martial Arts',  'Seinen', '\'\'']", Other, 2003-2003, R+
200, "GeGeGe no Kitarou (1971)", 45, "['Toei Animation']", "[ 'Demons', 'Adventure',  'Supernatural',  'Super Power', 'Japanese Mythology']", TV, 1971-1972, G
201, "CLAMP Gakuen Tanteidan (CLAMP School Detectives)", 26, "['Studio Pierrot',  'Bandai Entertainment',  'Bandai Visual']", "['Action',  'Mystery', '\'\'',  'Comedy']", TV, 1997-1997, G
202, "Onikirimaru (Ogre Slayer)", 4, "['OB Planning',  'Pastel']", "['Action',  'Demons',  'Supernatural',  'Explicit Violence',  'Shounen',  'Martial Arts',  'Episodic', 'Based on a Manga',  'Horror',  'Swordplay']", OVA, 1994-1995, R
203, "Baby Princess 3D Paradise 0 [Love]""", 1, "['Studio Comet']", "[ 'Harem',  'Ecchi', 'Based on a Novel', 'Ecchi',  'Seinen',  'Comedy']", OVA, 2011-2011, R+
204, "Shiritsu Araiso Koutougakkou Seitokai Shikkoubu", 2, "[ 'Movic',  'Tokuma Shoten', 'Nippon Animation']", "['Comedy', 'Based on a Manga',  'School Life',  'Shounen Ai',  'Sports']", OVA, 2002-2002, PG-13
205, "Himeyuri", 1, "['',  'ASIA Documentary Productions', 'Himeyuri Alumnae Incorporated Foundation']", "['World War 2', 'Drama',  'Historical']", Movie, 2012-2012, G
206, "Genei wo Kakeru Taiyou (Day Break Illusion)", 13, "[ 'Aniplex of America',  'Bushiroad Inc.',  'AIC', 'Aniplex',  'NAS',  'Good Smile Company', 'AIC']", "['Magic',  'Horror',  'Magical Girl', 'Fantasy']", TV, 2013-2013, R
207, "Tsurikichi Sanpei", 109, "[ 'Studio Jack', 'Nippon Animation']", "['Adventure', '\'\'',  'Sports']", TV, 1980-1982, G
208, "Wagamama☆Fairy Mirumo de Pon! (Mirmo Zibang!)", 172, "['Studio Hibari',  'Viz Media',  'Trinity Sound']", "[ 'Romance',  'Drama', 'Family Friendly', 'Adventure',  'Magic',  'School',  'Shoujo',  'Kids',  'Fantasy',  'Comedy']", TV, 2002-2005, G
209, "Kingyo Chuuihou! (Goldfish Forecast!)", 54, "['Toei Animation']", "['Comedy',  'Kids',  'Shoujo',  'Family Friendly']", TV, 1991-1992, PG
210, "Norimono Oukoku BuBu ChaCha", 26, "['Daume']", "['Comedy',  'Slice of Life', '\'\'']", TV, 1999-1999, G
211, "Nurse Angel Ririka SOS", 35, "['', 'NAS',  'TV Tokyo Music']", "[ 'Shoujo', 'Magical Girl',  'Magic', 'Drama',  'Fantasy']", TV, 1995-1996, PG
212, "Hen Zemi (TV)", 13, "['XEBEC', 'Xebec']", "[ 'Ecchi',  'School Life',  'Crude',  'Seinen',  'Sexual Content',  'Nudity', 'Comedy']", OVA, 2010-2011, R
213, "Chou Mashin Eiyuuden Wataru (Super Demon Hero Wataru)", 51, "['Sunrise']", "['Action', '\'\'',  'Mecha',  'Comedy',  'Adventure']", TV, 1997-1998, G
214, "Nozoki Ana", 1, "[ 'Toho Company', 'Studio Fantasia']", "[ 'Drama',  'Ecchi',  'Mature Themes',  'Physical Abuse',  'Blackmail',  'Fetish', 'Comedy',  'Explicit Sex', 'Based on a Manga',  'Sexual Abuse']", OVA, 2013-2013, R+
215, "Ribbon no Kishi (Princess Knight)", 52, "['Mushi Productions',  'Right Stuf', 'Mushi Pro']", "['Action',  'Romance', 'Adventure',  'Fantasy',  'Shoujo',  'Mystery']", TV, 1967-1968, PG-13
216, "Genji Monogatari Sennenki (Millennium Old Journal: Tale of Genji)", 11, "['Tezuka Productions',  'Tezuka Productions', 'Tokyo Movie Shinsha']", "[ 'Romance',  'Drama', 'Based on a Novel',  'Josei', 'Drama',  'Sexual Content',  'Feudal Japan',  'Historical',  'noitaminA']", TV, 2009-2009, R+
217, "Jungle Book Shounen Mowgli (The Jungle Book)", 52, "['Nippon Animation']", "[ 'Drama', 'Adventure', 'Animal Protagonists',  'Family Friendly']", TV, 1989-1990, G
218, "Ushinawareta Mirai wo Motomete (In Search of the Lost Future)", 12, "['Feel',  'Starchild Records',  'FUNimation Entertainment']", "[ 'Romance',  'Drama',  'School', 'Romance',  'School Life', 'Based on an Eroge',  'Based on a Visual Novel']", TV, 2014-2014, R+
219, "Tantei Opera Milky Holmes: Alternative", 12, "[ 'Chrono Gear Creative',  'Lantis',  'Good Smile Company',  'Artland',  'Dwango',  'FUNimation Entertainment', 'J.C.Staff',  'Bushiroad Inc.']", "['Comedy', '\'\'',  'Mystery',  'Super Power']", TV Special, 2012-2012, PG-13
220, "Captain Future: Kareinaru Taiyokei Race", 52, "['Toei Animation']", "['Action',  'Shounen',  'Sci-Fi', 'Adventure',  'Outer Space',  'Sci Fi',  'Adventure']", Movie, 1978-1979, PG-13
221, "Jinrui wa Suitai Shimashita: Ningen-san no, Yousei-san Memo", 12, "[ 'Movic',  'Marvelous AQL',  'Sentai Filmworks', 'Sotsu Agency',  'AIC A.S.T.A.',  'Lantis',  'Pony Canyon', 'AIC A.S.T.A.']", "[ 'Seinen', 'Recap', 'Fantasy']", Web, 2012-2012, PG-13
222, "Transformers: Victory", 44, "['Toei Animation']", "[ 'Shounen',  'Sci-Fi', 'Adventure', 'Mecha',  'Sci Fi',  'Mecha']", TV, 1989-1989, PG
223, "Amnesia OVA", 1, "['Brains-Base', 'Brains Base']", "[ 'Shoujo',  'Based on a Visual Novel', 'Based on an Otome Game',  'Cafe', 'Fantasy']", OVA, 2013-2013, PG-13
224, "Kurogane Communication", 24, "[ 'Media Blasters',  'Pony Canyon', 'APPP', 'Studio A.P.P.P.']", "['Action',  'Drama',  'Sci-Fi', 'Post-apocalyptic',  'Sci Fi',  'Robots',  'Adventure']", TV, 1998-1999, R+
225, "Dr. Rin ni Kiitemite!", 51, "['NAS', 'Nippon Animation']", "[ 'Romance',  'Magic',  'School',  'Fantasy',  'School Life', 'Comedy',  'Shoujo',  'Magical Girl', 'Based on a Manga']", TV, 2001-2002, PG
226, "Sengoku Majin Goushougun", 26, "[ 'Production Reed', 'TV Tokyo', 'Ashi Productions']", "['Mecha',  'Sci-Fi', '\'\'',  'Parody']", TV, 1981-1981, PG-13
227, "Genshiken Nidaime Specials", 6, "['Production I.G', 'Kinema Citrus',  'Starchild Records']", "['Comedy',  'Slice of Life',  'Parody']", DVD Special, 2013-2013, R
228, "Nozo x Kimi", 3, "['Zexcs']", "[ 'Romance',  'Ecchi',  'School', 'Blackmail',  'Shounen', 'Comedy',  'Comedy']", OVA, 2014-2015, R+
229, "Prism Ark", 12, "['', 'Front Line']", "['Action',  'Drama',  'Ecchi',  'Magic',  'Based on an Eroge',  'Adventure',  'Fantasy',  'Based on a Visual Novel',  'Swordplay',  'Comedy']", TV, 2007-2007, R+
230, "Onmyou Taisenki", 52, "['Sunrise']", "['Action', 'Adventure',  'Supernatural',  'Adventure',  'Shounen',  'Fantasy']", TV, 2004-2005, G
231, "Genki Bakuhatsu Ganbaruger (Energetic Bomb Ganbaruger)", 47, "['Sunrise']", "[ 'Shounen', 'Mecha', '\'\'']", TV, 1992-1993, PG
